pet_id,date,food_amount,sleep_hours,meow_count,weight_kg,name,species,breed,gender,birth_year
pet010,2024-09-10,296,12.6,5,3.4,Chris,dog,British Shorthair,male,2021
pet015,2024-12-17,261,16.8,9,4.9,Jose,dog,Munchkin,female,2016
pet002,2025-01-25,260,17.1,10,3.0,Steven,cat,Munchkin,male,2022
pet018,2025-02-24,225,12.8,1,4.4,Amy,cat,Bengal,female,2016
pet011,2024-10-14,234,16.0,4,2.8,Lisa,dog,Siamese,female,2020
pet014,2024-09-10,161,14.5,6,3.9,Kent,dog,Munchkin,female,2016
pet003,2025-02-06,191,15.6,0,4.3,Angelica,dog,Siamese,male,2020
pet005,2024-08-24,161,16.8,0,4.1,Michael,cat,Persian,female,2018
pet014,2024-08-19,181,16.0,0,5.2,Kent,dog,Munchkin,female,2016
pet020,2024-09-06,254,15.3,0,6.0,Veronica,cat,Munchkin,male,2022
pet006,2024-11-20,155,13.0,6,2.8,Sandra,dog,Siamese,female,2022
pet013,2025-02-27,265,15.8,4,5.1,Adam,dog,British Shorthair,male,2018
pet016,2025-06-03,226,17.9,4,6.0,Mark,cat,British Shorthair,male,2019
pet001,2024-07-12,277,12.7,6,2.8,Charlene,dog,Siamese,female,2022
pet006,2024-08-10,232,12.2,10,3.9,Sandra,dog,Siamese,female,2022
pet020,2025-03-02,242,12.6,4,3.3,Veronica,cat,Munchkin,male,2022
pet013,2024-09-18,282,17.7,2,2.7,Adam,dog,British Shorthair,male,2018
pet013,2025-01-29,178,14.2,7,2.5,Adam,dog,British Shorthair,male,2018
pet009,2024-10-02,185,14.1,4,2.6,Justin,cat,Persian,male,2015
pet009,2024-10-18,241,17.9,1,3.5,Justin,cat,Persian,male,2015
pet009,2025-05-26,277,16.9,1,3.4,Justin,cat,Persian,male,2015
pet010,2024-10-16,154,17.4,7,3.0,Chris,dog,British Shorthair,male,2021
pet011,2024-12-24,200,16.8,2,4.4,Lisa,dog,Siamese,female,2020
pet014,2024-09-14,173,12.1,2,2.7,Kent,dog,Munchkin,female,2016
pet008,2025-02-11,233,15.5,0,4.6,Jessica,cat,British Shorthair,female,2022
pet019,2025-05-10,291,13.0,8,4.8,Mark,cat,Munchkin,female,2020
pet014,2025-06-23,159,12.6,8,5.4,Kent,dog,Munchkin,female,2016
pet008,2025-04-17,261,12.4,9,3.0,Jessica,cat,British Shorthair,female,2022
pet006,2025-01-30,213,17.8,3,2.6,Sandra,dog,Siamese,female,2022
pet006,2024-12-02,216,17.5,3,5.7,Sandra,dog,Siamese,female,2022
pet005,2025-01-31,218,18.0,3,5.3,Michael,cat,Persian,female,2018
pet018,2025-04-23,274,18.0,0,5.7,Amy,cat,Bengal,female,2016
pet011,2025-02-28,176,13.3,6,5.8,Lisa,dog,Siamese,female,2020
pet017,2025-01-21,176,13.2,0,3.8,Tracy,cat,Siamese,male,2017
pet008,2024-12-11,169,12.3,9,3.3,Jessica,cat,British Shorthair,female,2022
pet014,2024-10-15,153,14.9,4,2.9,Kent,dog,Munchkin,female,2016
pet002,2025-06-05,217,17.2,3,3.3,Steven,cat,Munchkin,male,2022
pet011,2024-08-21,240,12.6,2,6.2,Lisa,dog,Siamese,female,2020
pet015,2024-08-03,196,18.0,3,5.8,Jose,dog,Munchkin,female,2016
pet010,2025-01-12,152,13.7,9,5.0,Chris,dog,British Shorthair,male,2021
pet007,2024-10-24,276,14.6,2,2.6,Nicholas,dog,Persian,female,2018
pet009,2025-03-05,290,16.3,2,2.8,Justin,cat,Persian,male,2015
pet002,2024-07-27,272,12.5,3,3.7,Steven,cat,Munchkin,male,2022
pet011,2024-10-07,296,16.9,2,5.5,Lisa,dog,Siamese,female,2020
pet015,2024-09-23,206,16.3,6,3.0,Jose,dog,Munchkin,female,2016
pet010,2024-08-11,158,14.7,2,4.3,Chris,dog,British Shorthair,male,2021
pet009,2024-09-03,240,16.6,9,5.9,Justin,cat,Persian,male,2015
pet007,2025-06-06,185,16.7,4,4.8,Nicholas,dog,Persian,female,2018
pet008,2024-12-05,217,13.9,7,6.3,Jessica,cat,British Shorthair,female,2022
pet004,2025-06-11,155,13.8,7,6.2,Oscar,cat,Bengal,female,2019
pet014,2025-05-31,220,17.4,9,4.4,Kent,dog,Munchkin,female,2016
pet019,2024-08-19,156,17.3,6,4.0,Mark,cat,Munchkin,female,2020
pet015,2024-08-08,249,13.1,0,5.7,Jose,dog,Munchkin,female,2016
pet005,2024-09-24,184,13.3,0,4.5,Michael,cat,Persian,female,2018
pet014,2025-05-06,294,15.0,3,4.4,Kent,dog,Munchkin,female,2016
pet014,2025-02-17,228,13.5,6,4.9,Kent,dog,Munchkin,female,2016
pet017,2024-08-24,248,18.0,6,5.8,Tracy,cat,Siamese,male,2017
pet012,2024-07-11,210,13.5,1,5.2,Jessica,dog,Bengal,male,2019
pet013,2025-02-09,218,17.7,1,6.4,Adam,dog,British Shorthair,male,2018
pet004,2024-09-16,152,16.1,1,6.4,Oscar,cat,Bengal,female,2019
pet016,2025-05-28,201,12.8,9,4.6,Mark,cat,British Shorthair,male,2019
pet014,2025-03-08,277,14.8,5,2.7,Kent,dog,Munchkin,female,2016
pet016,2024-07-31,211,16.1,6,5.1,Mark,cat,British Shorthair,male,2019
pet020,2024-09-23,195,13.6,1,3.5,Veronica,cat,Munchkin,male,2022
pet010,2025-05-28,181,13.9,5,2.7,Chris,dog,British Shorthair,male,2021
pet014,2025-03-01,164,16.1,7,4.8,Kent,dog,Munchkin,female,2016
pet010,2025-01-10,197,12.8,5,5.4,Chris,dog,British Shorthair,male,2021
pet020,2025-05-28,161,15.9,8,4.9,Veronica,cat,Munchkin,male,2022
pet016,2025-02-09,223,16.7,1,3.4,Mark,cat,British Shorthair,male,2019
pet017,2024-11-17,272,16.7,8,5.7,Tracy,cat,Siamese,male,2017
pet006,2025-01-24,273,14.9,8,4.0,Sandra,dog,Siamese,female,2022
pet017,2025-04-13,279,14.3,7,2.6,Tracy,cat,Siamese,male,2017
pet008,2025-04-20,293,12.6,5,4.7,Jessica,cat,British Shorthair,female,2022
pet007,2025-04-19,185,12.2,6,2.7,Nicholas,dog,Persian,female,2018
pet006,2025-03-28,272,17.3,4,5.4,Sandra,dog,Siamese,female,2022
pet001,2025-02-09,264,15.0,9,3.3,Charlene,dog,Siamese,female,2022
pet003,2025-04-05,295,12.6,3,5.0,Angelica,dog,Siamese,male,2020
pet004,2025-06-24,185,12.6,1,6.1,Oscar,cat,Bengal,female,2019
pet014,2024-11-14,162,16.6,3,5.3,Kent,dog,Munchkin,female,2016
pet017,2024-11-09,235,17.0,5,4.7,Tracy,cat,Siamese,male,2017
pet019,2024-12-31,296,17.4,7,3.8,Mark,cat,Munchkin,female,2020
pet020,2024-10-29,160,12.1,7,6.1,Veronica,cat,Munchkin,male,2022
pet013,2024-08-29,239,14.7,7,5.5,Adam,dog,British Shorthair,male,2018
pet019,2024-10-31,209,15.6,2,6.4,Mark,cat,Munchkin,female,2020
pet006,2024-10-11,300,12.1,8,3.4,Sandra,dog,Siamese,female,2022
pet020,2024-11-17,181,15.1,5,3.3,Veronica,cat,Munchkin,male,2022
pet016,2024-09-19,200,17.0,0,4.7,Mark,cat,British Shorthair,male,2019
pet005,2024-10-16,208,17.1,5,3.4,Michael,cat,Persian,female,2018
pet012,2024-09-14,300,13.1,1,5.6,Jessica,dog,Bengal,male,2019
pet002,2025-02-17,283,14.4,3,6.4,Steven,cat,Munchkin,male,2022
pet005,2024-10-30,251,15.3,3,2.9,Michael,cat,Persian,female,2018
pet020,2024-08-18,220,17.2,0,6.2,Veronica,cat,Munchkin,male,2022
pet020,2025-03-04,238,12.7,6,4.9,Veronica,cat,Munchkin,male,2022
pet013,2024-11-10,299,14.4,5,3.9,Adam,dog,British Shorthair,male,2018
pet010,2025-01-03,277,12.1,8,6.2,Chris,dog,British Shorthair,male,2021
pet007,2024-11-20,182,15.8,8,4.8,Nicholas,dog,Persian,female,2018
pet018,2025-06-06,264,16.2,3,5.4,Amy,cat,Bengal,female,2016
pet014,2025-05-04,215,12.4,10,3.6,Kent,dog,Munchkin,female,2016
pet012,2025-04-09,237,15.0,1,5.5,Jessica,dog,Bengal,male,2019
pet001,2025-04-27,263,17.8,6,5.5,Charlene,dog,Siamese,female,2022
pet003,2025-01-26,226,15.1,6,5.8,Angelica,dog,Siamese,male,2020
pet017,2025-03-05,163,12.4,8,5.3,Tracy,cat,Siamese,male,2017
pet017,2025-04-29,265,17.9,9,4.2,Tracy,cat,Siamese,male,2017
pet011,2024-12-29,263,17.9,9,5.2,Lisa,dog,Siamese,female,2020
pet018,2024-07-27,279,14.0,9,4.6,Amy,cat,Bengal,female,2016
pet018,2024-12-25,291,12.4,10,3.9,Amy,cat,Bengal,female,2016
pet016,2024-08-09,278,16.8,7,3.5,Mark,cat,British Shorthair,male,2019
pet003,2024-08-05,234,12.9,4,3.4,Angelica,dog,Siamese,male,2020
pet013,2024-10-12,196,15.6,9,6.2,Adam,dog,British Shorthair,male,2018
pet010,2025-06-30,216,14.8,10,3.2,Chris,dog,British Shorthair,male,2021
pet007,2024-10-28,191,12.6,8,3.6,Nicholas,dog,Persian,female,2018
pet003,2025-03-03,197,17.3,9,2.8,Angelica,dog,Siamese,male,2020
pet004,2025-01-08,232,13.5,1,2.9,Oscar,cat,Bengal,female,2019
pet013,2025-04-04,231,17.2,3,2.7,Adam,dog,British Shorthair,male,2018
pet010,2025-06-25,296,13.1,8,6.3,Chris,dog,British Shorthair,male,2021
pet013,2025-05-11,194,16.1,5,3.9,Adam,dog,British Shorthair,male,2018
pet019,2024-10-07,200,17.0,7,6.0,Mark,cat,Munchkin,female,2020
pet006,2024-11-15,259,13.1,1,4.7,Sandra,dog,Siamese,female,2022
pet009,2025-05-09,192,14.3,1,6.3,Justin,cat,Persian,male,2015
pet009,2024-08-30,265,13.0,2,4.1,Justin,cat,Persian,male,2015
pet014,2024-08-29,273,13.9,2,6.3,Kent,dog,Munchkin,female,2016
pet005,2025-05-31,163,12.0,4,4.8,Michael,cat,Persian,female,2018
pet007,2024-12-30,233,15.4,5,3.4,Nicholas,dog,Persian,female,2018
pet005,2024-11-22,267,14.8,9,3.8,Michael,cat,Persian,female,2018
pet019,2025-05-07,167,14.4,2,6.3,Mark,cat,Munchkin,female,2020
pet014,2025-04-03,165,14.3,10,4.5,Kent,dog,Munchkin,female,2016
pet007,2025-05-24,196,17.3,4,4.9,Nicholas,dog,Persian,female,2018
pet005,2024-10-24,165,16.4,5,4.3,Michael,cat,Persian,female,2018
pet005,2025-03-18,159,16.8,1,6.1,Michael,cat,Persian,female,2018
pet015,2025-02-24,190,12.8,7,2.7,Jose,dog,Munchkin,female,2016
pet018,2025-03-16,298,15.6,4,3.1,Amy,cat,Bengal,female,2016
pet005,2024-09-17,159,13.7,9,4.7,Michael,cat,Persian,female,2018
pet010,2024-12-23,173,14.8,2,6.0,Chris,dog,British Shorthair,male,2021
pet001,2024-11-24,218,13.1,4,4.8,Charlene,dog,Siamese,female,2022
pet020,2024-07-06,226,16.3,1,3.3,Veronica,cat,Munchkin,male,2022
pet010,2024-11-06,190,16.2,9,5.0,Chris,dog,British Shorthair,male,2021
pet013,2024-10-16,251,16.9,1,5.4,Adam,dog,British Shorthair,male,2018
pet001,2025-04-30,246,14.3,3,5.9,Charlene,dog,Siamese,female,2022
pet007,2025-03-17,244,12.7,10,2.8,Nicholas,dog,Persian,female,2018
pet010,2024-07-19,246,15.4,2,4.2,Chris,dog,British Shorthair,male,2021
pet013,2024-12-04,189,15.4,9,3.2,Adam,dog,British Shorthair,male,2018
pet009,2024-12-19,193,17.2,9,3.1,Justin,cat,Persian,male,2015
pet003,2025-03-01,266,12.1,6,2.9,Angelica,dog,Siamese,male,2020
pet014,2024-12-01,268,14.6,5,2.7,Kent,dog,Munchkin,female,2016
pet008,2025-05-24,280,14.1,6,4.8,Jessica,cat,British Shorthair,female,2022
pet015,2025-01-13,274,12.6,10,2.5,Jose,dog,Munchkin,female,2016
pet018,2025-01-04,166,17.5,5,3.2,Amy,cat,Bengal,female,2016
pet009,2024-12-02,229,12.6,3,3.6,Justin,cat,Persian,male,2015
pet010,2025-04-09,201,14.6,9,3.5,Chris,dog,British Shorthair,male,2021
pet008,2025-02-01,276,16.4,10,4.0,Jessica,cat,British Shorthair,female,2022
pet014,2025-02-28,155,13.0,10,3.1,Kent,dog,Munchkin,female,2016
pet011,2024-11-27,162,12.3,2,4.6,Lisa,dog,Siamese,female,2020
pet015,2024-12-05,174,13.6,5,3.9,Jose,dog,Munchkin,female,2016
pet019,2025-04-29,246,13.9,3,6.0,Mark,cat,Munchkin,female,2020
pet020,2024-11-06,218,15.7,0,5.3,Veronica,cat,Munchkin,male,2022
pet006,2024-10-19,196,12.7,6,4.9,Sandra,dog,Siamese,female,2022
pet004,2025-01-13,237,15.8,1,2.8,Oscar,cat,Bengal,female,2019
pet004,2025-03-12,263,13.3,2,3.0,Oscar,cat,Bengal,female,2019
pet020,2024-09-08,184,17.8,5,6.4,Veronica,cat,Munchkin,male,2022
pet008,2024-12-01,163,16.9,4,5.4,Jessica,cat,British Shorthair,female,2022
pet003,2025-05-17,231,12.8,10,5.9,Angelica,dog,Siamese,male,2020
pet018,2025-01-04,278,14.5,8,3.8,Amy,cat,Bengal,female,2016
pet020,2024-07-26,229,16.9,2,5.2,Veronica,cat,Munchkin,male,2022
pet008,2025-03-20,258,17.1,1,2.7,Jessica,cat,British Shorthair,female,2022
pet019,2025-06-29,155,14.1,7,6.3,Mark,cat,Munchkin,female,2020
pet001,2025-06-27,285,16.1,5,2.7,Charlene,dog,Siamese,female,2022
pet018,2024-07-26,217,17.8,10,3.2,Amy,cat,Bengal,female,2016
pet019,2024-11-23,246,13.3,3,5.7,Mark,cat,Munchkin,female,2020
pet008,2025-01-01,257,14.9,1,5.7,Jessica,cat,British Shorthair,female,2022
pet009,2025-04-09,272,13.3,6,4.5,Justin,cat,Persian,male,2015
pet006,2024-10-02,277,15.2,2,3.2,Sandra,dog,Siamese,female,2022
pet005,2025-02-05,230,13.8,4,3.9,Michael,cat,Persian,female,2018
pet015,2025-05-16,160,13.7,7,4.7,Jose,dog,Munchkin,female,2016
pet001,2024-09-02,161,16.8,3,6.3,Charlene,dog,Siamese,female,2022
pet008,2025-06-25,182,16.7,4,6.0,Jessica,cat,British Shorthair,female,2022
pet001,2024-08-07,267,12.3,0,3.9,Charlene,dog,Siamese,female,2022
pet012,2024-12-21,245,13.9,7,6.1,Jessica,dog,Bengal,male,2019
pet002,2024-07-05,250,17.9,0,3.2,Steven,cat,Munchkin,male,2022
pet011,2024-08-22,297,16.9,6,4.4,Lisa,dog,Siamese,female,2020
pet004,2024-11-01,273,17.0,5,5.4,Oscar,cat,Bengal,female,2019
pet004,2024-12-07,160,13.6,2,3.8,Oscar,cat,Bengal,female,2019
pet015,2025-04-22,160,16.0,2,4.3,Jose,dog,Munchkin,female,2016
pet010,2024-08-11,277,12.6,1,6.1,Chris,dog,British Shorthair,male,2021
pet010,2024-12-14,265,14.3,10,2.7,Chris,dog,British Shorthair,male,2021
pet007,2025-05-28,171,14.4,10,2.6,Nicholas,dog,Persian,female,2018
pet010,2024-11-25,190,14.8,7,2.9,Chris,dog,British Shorthair,male,2021
pet016,2025-05-06,164,15.3,10,3.3,Mark,cat,British Shorthair,male,2019
pet013,2025-04-21,205,17.8,10,3.5,Adam,dog,British Shorthair,male,2018
pet019,2024-12-05,255,14.2,1,2.9,Mark,cat,Munchkin,female,2020
pet009,2025-05-28,284,15.8,4,4.5,Justin,cat,Persian,male,2015
pet020,2024-08-30,151,15.5,6,6.2,Veronica,cat,Munchkin,male,2022
pet002,2025-02-24,201,13.6,2,6.0,Steven,cat,Munchkin,male,2022
pet008,2024-12-12,284,12.1,6,4.4,Jessica,cat,British Shorthair,female,2022
pet014,2025-06-11,229,15.6,2,5.8,Kent,dog,Munchkin,female,2016
pet010,2024-09-09,282,12.2,5,5.1,Chris,dog,British Shorthair,male,2021
pet001,2024-11-22,274,16.1,10,4.5,Charlene,dog,Siamese,female,2022
pet015,2025-06-26,247,17.3,2,3.1,Jose,dog,Munchkin,female,2016
pet004,2024-08-18,289,17.3,3,3.1,Oscar,cat,Bengal,female,2019
pet002,2024-07-22,216,14.7,10,2.7,Steven,cat,Munchkin,male,2022
pet018,2024-10-15,168,18.0,9,6.3,Amy,cat,Bengal,female,2016
pet016,2025-06-10,268,12.3,8,2.9,Mark,cat,British Shorthair,male,2019
pet002,2025-04-20,160,16.2,9,4.3,Steven,cat,Munchkin,male,2022
pet020,2024-09-20,265,16.8,3,2.9,Veronica,cat,Munchkin,male,2022
pet011,2024-08-23,198,13.2,4,5.3,Lisa,dog,Siamese,female,2020
pet010,2025-02-17,243,13.5,7,3.3,Chris,dog,British Shorthair,male,2021
pet015,2025-02-25,236,13.0,7,4.4,Jose,dog,Munchkin,female,2016
pet015,2025-05-24,170,16.2,1,6.0,Jose,dog,Munchkin,female,2016
pet017,2024-11-16,200,14.5,4,4.9,Tracy,cat,Siamese,male,2017
pet003,2024-12-07,171,16.9,7,4.3,Angelica,dog,Siamese,male,2020
pet017,2024-08-07,217,17.4,8,5.7,Tracy,cat,Siamese,male,2017
pet010,2024-10-12,267,17.3,8,3.6,Chris,dog,British Shorthair,male,2021
pet015,2025-02-17,292,14.2,9,4.9,Jose,dog,Munchkin,female,2016
pet003,2025-01-27,193,16.8,7,4.4,Angelica,dog,Siamese,male,2020
pet014,2025-05-20,198,15.3,2,5.6,Kent,dog,Munchkin,female,2016
pet007,2024-09-11,288,15.1,5,4.5,Nicholas,dog,Persian,female,2018
pet002,2025-06-07,188,14.0,0,6.4,Steven,cat,Munchkin,male,2022
pet017,2024-09-20,280,17.0,1,5.9,Tracy,cat,Siamese,male,2017
pet018,2025-06-22,207,15.4,8,4.6,Amy,cat,Bengal,female,2016
pet003,2025-06-19,191,18.0,9,5.0,Angelica,dog,Siamese,male,2020
pet014,2025-06-24,174,13.6,4,3.2,Kent,dog,Munchkin,female,2016
pet016,2024-10-03,231,12.1,1,5.3,Mark,cat,British Shorthair,male,2019
pet014,2024-11-12,168,12.7,10,5.3,Kent,dog,Munchkin,female,2016
pet017,2025-04-14,163,14.8,3,4.2,Tracy,cat,Siamese,male,2017
pet019,2024-08-19,155,14.2,0,2.9,Mark,cat,Munchkin,female,2020
pet020,2024-10-27,289,15.0,6,6.1,Veronica,cat,Munchkin,male,2022
pet016,2025-04-15,277,15.7,1,4.0,Mark,cat,British Shorthair,male,2019
pet013,2024-10-20,184,15.3,5,3.7,Adam,dog,British Shorthair,male,2018
pet016,2025-03-03,250,14.0,10,6.5,Mark,cat,British Shorthair,male,2019
pet004,2025-03-15,286,13.7,5,5.4,Oscar,cat,Bengal,female,2019
pet004,2025-03-31,160,15.5,1,6.3,Oscar,cat,Bengal,female,2019
pet011,2025-07-05,253,17.6,5,4.6,Lisa,dog,Siamese,female,2020
pet011,2025-06-03,163,15.1,7,5.8,Lisa,dog,Siamese,female,2020
pet020,2025-06-18,235,12.6,10,2.8,Veronica,cat,Munchkin,male,2022
pet008,2025-01-30,204,15.4,5,6.5,Jessica,cat,British Shorthair,female,2022
pet012,2024-08-22,150,12.3,1,5.2,Jessica,dog,Bengal,male,2019
pet008,2025-02-08,160,15.5,9,6.0,Jessica,cat,British Shorthair,female,2022
pet019,2024-12-28,244,12.7,0,6.2,Mark,cat,Munchkin,female,2020
pet008,2025-02-12,179,16.4,0,5.2,Jessica,cat,British Shorthair,female,2022
pet014,2025-01-25,193,18.0,7,3.4,Kent,dog,Munchkin,female,2016
pet002,2025-07-01,208,16.0,7,3.5,Steven,cat,Munchkin,male,2022
pet019,2024-11-01,249,16.1,2,5.7,Mark,cat,Munchkin,female,2020
pet003,2024-11-20,244,12.4,6,6.4,Angelica,dog,Siamese,male,2020
pet017,2024-10-29,186,12.1,6,3.5,Tracy,cat,Siamese,male,2017
pet007,2025-03-21,190,17.6,4,3.1,Nicholas,dog,Persian,female,2018
pet017,2024-12-20,287,13.6,0,4.3,Tracy,cat,Siamese,male,2017
pet013,2024-10-10,198,16.5,8,3.3,Adam,dog,British Shorthair,male,2018
pet017,2025-02-26,285,16.6,0,5.9,Tracy,cat,Siamese,male,2017
pet005,2025-06-18,202,14.3,2,4.4,Michael,cat,Persian,female,2018
pet011,2025-04-20,184,13.7,5,5.8,Lisa,dog,Siamese,female,2020
pet008,2024-10-15,199,12.4,2,4.8,Jessica,cat,British Shorthair,female,2022
pet002,2024-08-30,244,14.6,3,2.6,Steven,cat,Munchkin,male,2022
pet004,2025-04-25,256,18.0,6,3.3,Oscar,cat,Bengal,female,2019
pet013,2025-03-23,267,13.6,6,6.3,Adam,dog,British Shorthair,male,2018
pet018,2025-01-05,203,16.8,6,5.9,Amy,cat,Bengal,female,2016
pet018,2024-07-09,254,12.0,10,5.4,Amy,cat,Bengal,female,2016
pet016,2024-07-18,275,13.5,5,4.7,Mark,cat,British Shorthair,male,2019
pet006,2024-12-15,258,15.2,3,2.9,Sandra,dog,Siamese,female,2022
pet003,2025-02-23,182,14.1,1,6.4,Angelica,dog,Siamese,male,2020
pet016,2025-02-22,185,17.6,4,4.6,Mark,cat,British Shorthair,male,2019
pet013,2025-04-11,201,17.1,6,2.6,Adam,dog,British Shorthair,male,2018
pet011,2024-08-03,194,16.5,3,6.3,Lisa,dog,Siamese,female,2020
pet004,2025-03-04,299,16.6,9,2.9,Oscar,cat,Bengal,female,2019
pet003,2025-04-16,292,17.8,6,3.7,Angelica,dog,Siamese,male,2020
pet017,2025-03-19,197,15.3,6,4.1,Tracy,cat,Siamese,male,2017
pet015,2024-07-30,185,16.4,6,3.2,Jose,dog,Munchkin,female,2016
pet012,2024-09-04,298,14.9,7,3.5,Jessica,dog,Bengal,male,2019
pet019,2025-01-20,199,13.0,2,3.9,Mark,cat,Munchkin,female,2020
pet007,2025-04-23,211,16.2,3,2.7,Nicholas,dog,Persian,female,2018
pet006,2025-04-11,239,14.3,5,4.8,Sandra,dog,Siamese,female,2022
pet018,2024-11-15,196,13.8,8,3.7,Amy,cat,Bengal,female,2016
pet011,2024-12-24,255,17.0,4,2.7,Lisa,dog,Siamese,female,2020
pet002,2025-06-04,204,16.3,3,5.4,Steven,cat,Munchkin,male,2022
pet013,2025-03-06,173,14.1,0,3.6,Adam,dog,British Shorthair,male,2018
pet001,2025-02-20,291,15.8,10,3.1,Charlene,dog,Siamese,female,2022
pet019,2024-10-05,288,17.0,9,5.1,Mark,cat,Munchkin,female,2020
pet010,2025-07-04,160,17.1,10,6.0,Chris,dog,British Shorthair,male,2021
pet002,2025-03-22,279,13.0,3,5.6,Steven,cat,Munchkin,male,2022
pet015,2024-08-22,191,14.3,4,4.3,Jose,dog,Munchkin,female,2016
pet001,2024-08-02,249,15.7,1,3.5,Charlene,dog,Siamese,female,2022
pet011,2025-04-08,166,13.8,7,4.7,Lisa,dog,Siamese,female,2020
pet004,2024-11-07,270,14.8,0,5.8,Oscar,cat,Bengal,female,2019
pet017,2025-04-26,216,12.6,6,3.0,Tracy,cat,Siamese,male,2017
pet020,2025-06-06,219,16.9,0,4.2,Veronica,cat,Munchkin,male,2022
pet015,2024-10-11,178,16.8,8,5.6,Jose,dog,Munchkin,female,2016
pet020,2024-11-30,177,12.2,1,3.8,Veronica,cat,Munchkin,male,2022
pet013,2025-03-28,284,13.5,0,3.7,Adam,dog,British Shorthair,male,2018
pet012,2024-11-30,203,14.0,2,5.4,Jessica,dog,Bengal,male,2019
pet009,2024-12-05,294,12.9,10,6.4,Justin,cat,Persian,male,2015
pet013,2025-06-09,265,15.8,9,4.3,Adam,dog,British Shorthair,male,2018
pet008,2025-03-31,152,14.5,5,3.3,Jessica,cat,British Shorthair,female,2022
pet006,2025-01-04,208,12.9,9,2.7,Sandra,dog,Siamese,female,2022
pet014,2025-01-06,166,14.6,3,2.8,Kent,dog,Munchkin,female,2016
pet017,2024-10-15,298,18.0,9,4.2,Tracy,cat,Siamese,male,2017
pet006,2025-05-12,266,17.7,6,5.0,Sandra,dog,Siamese,female,2022
pet005,2024-10-24,300,16.9,9,3.4,Michael,cat,Persian,female,2018
pet014,2025-02-28,268,16.9,3,3.6,Kent,dog,Munchkin,female,2016
pet003,2025-04-15,235,13.4,0,3.5,Angelica,dog,Siamese,male,2020
pet016,2024-07-25,153,17.3,5,5.1,Mark,cat,British Shorthair,male,2019
pet005,2024-08-03,276,15.0,3,6.2,Michael,cat,Persian,female,2018
pet001,2024-10-29,200,16.3,9,4.1,Charlene,dog,Siamese,female,2022
pet003,2025-03-25,242,17.1,8,5.8,Angelica,dog,Siamese,male,2020
pet007,2024-09-21,221,16.0,0,5.5,Nicholas,dog,Persian,female,2018
pet008,2024-12-18,205,16.3,9,3.2,Jessica,cat,British Shorthair,female,2022
pet010,2024-09-30,252,16.0,10,3.7,Chris,dog,British Shorthair,male,2021
pet015,2024-08-30,198,14.4,7,5.5,Jose,dog,Munchkin,female,2016
pet010,2025-06-07,177,17.1,3,3.0,Chris,dog,British Shorthair,male,2021
pet020,2025-05-16,180,15.6,2,5.8,Veronica,cat,Munchkin,male,2022
pet009,2025-05-17,215,14.3,7,4.4,Justin,cat,Persian,male,2015
pet013,2024-12-30,276,14.3,8,5.3,Adam,dog,British Shorthair,male,2018
pet013,2024-10-18,216,17.0,6,4.2,Adam,dog,British Shorthair,male,2018
pet017,2025-01-08,196,15.8,5,5.7,Tracy,cat,Siamese,male,2017
pet011,2025-04-03,208,14.8,6,5.9,Lisa,dog,Siamese,female,2020
pet011,2024-10-22,263,16.7,4,3.6,Lisa,dog,Siamese,female,2020
pet010,2025-03-20,232,13.5,6,5.5,Chris,dog,British Shorthair,male,2021
pet008,2025-06-13,230,16.2,1,6.0,Jessica,cat,British Shorthair,female,2022
pet015,2024-08-26,176,16.5,8,2.9,Jose,dog,Munchkin,female,2016
pet014,2024-08-03,294,13.3,2,6.5,Kent,dog,Munchkin,female,2016
pet017,2024-10-12,228,14.2,0,4.1,Tracy,cat,Siamese,male,2017
pet019,2024-12-03,153,17.5,1,3.3,Mark,cat,Munchkin,female,2020
pet020,2024-11-11,236,17.5,10,3.1,Veronica,cat,Munchkin,male,2022
pet015,2025-06-30,192,14.9,6,3.0,Jose,dog,Munchkin,female,2016
pet013,2024-10-13,267,16.0,8,6.3,Adam,dog,British Shorthair,male,2018
pet007,2024-08-08,178,17.0,9,5.2,Nicholas,dog,Persian,female,2018
pet005,2024-09-19,262,15.4,1,3.6,Michael,cat,Persian,female,2018
pet006,2025-03-16,201,12.4,10,2.6,Sandra,dog,Siamese,female,2022
pet019,2024-11-10,235,16.0,1,6.1,Mark,cat,Munchkin,female,2020
pet005,2024-10-14,266,14.2,4,3.9,Michael,cat,Persian,female,2018
pet017,2025-06-20,278,16.7,7,3.9,Tracy,cat,Siamese,male,2017
pet008,2025-04-03,184,12.9,7,3.6,Jessica,cat,British Shorthair,female,2022
pet002,2024-12-16,196,17.3,1,4.7,Steven,cat,Munchkin,male,2022
pet017,2025-04-15,169,17.6,7,3.8,Tracy,cat,Siamese,male,2017
pet008,2025-06-09,295,16.1,1,4.2,Jessica,cat,British Shorthair,female,2022
pet008,2025-04-14,175,16.3,10,5.0,Jessica,cat,British Shorthair,female,2022
pet012,2025-06-22,186,17.5,8,3.1,Jessica,dog,Bengal,male,2019
pet014,2024-10-09,278,13.6,10,6.0,Kent,dog,Munchkin,female,2016
pet007,2024-09-20,235,17.3,1,6.0,Nicholas,dog,Persian,female,2018
pet007,2024-11-04,296,12.2,1,5.3,Nicholas,dog,Persian,female,2018
pet002,2024-10-27,212,12.4,3,5.0,Steven,cat,Munchkin,male,2022
pet002,2024-11-19,256,12.8,3,5.0,Steven,cat,Munchkin,male,2022
